"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1588-0149로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 20210801 ~ 20210831"
"실거래구분 : 아파트(매매)"
"주소구분 : 지번주소"
"시도 : 서울특별시"
"시군구 : 강남구"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"시군구","번지","본번","부번","단지명","전용면적(㎡)","계약년월","계약일","거래금액(만원)","층","건축년도","도로명","해제사유발생일"
"서울특별시 강남구 자곡동","602","0602","0000","엘에이치강남아이파크","84.92","202108","17","93,050","1","2014","자곡로 175",""
"서울특별시 강남구 자곡동","602","0602","0000","엘에이치강남아이파크","59.96","202108","17","76,450","13","2014","자곡로 175",""
"서울특별시 강남구 자곡동","602","0602","0000","엘에이치강남아이파크","74.97","202108","17","82,650","2","2014","자곡로 175",""
"서울특별시 강남구 자곡동","602","0602","0000","엘에이치강남아이파크","84.83","202108","17","92,050","3","2014","자곡로 175",""
"서울특별시 강남구 자곡동","602","0602","0000","엘에이치강남아이파크","84.92","202108","18","99,000","14","2014","자곡로 175",""
"서울특별시 강남구 자곡동","602","0602","0000","엘에이치강남아이파크","84.83","202108","18","96,150","11","2014","자곡로 175",""
"서울특별시 강남구 자곡동","602","0602","0000","엘에이치강남아이파크","84.96","202108","18","94,700","2","2014","자곡로 175",""
"서울특별시 강남구 자곡동","602","0602","0000","엘에이치강남아이파크","74.97","202108","18","88,250","12","2014","자곡로 175",""
"서울특별시 강남구 자곡동","602","0602","0000","엘에이치강남아이파크","74.89","202108","18","84,350","7","2014","자곡로 175",""
"서울특별시 강남구 자곡동","602","0602","0000","엘에이치강남아이파크","59.96","202108","18","75,200","9","2014","자곡로 175",""
"서울특별시 강남구 자곡동","602","0602","0000","엘에이치강남아이파크","59.96","202108","18","73,750","5","2014","자곡로 175",""
"서울특별시 강남구 자곡동","602","0602","0000","엘에이치강남아이파크","74.97","202108","18","86,350","10","2014","자곡로 175",""
"서울특별시 강남구 자곡동","602","0602","0000","엘에이치강남아이파크","59.96","202108","18","71,400","1","2014","자곡로 175",""
"서울특별시 강남구 자곡동","602","0602","0000","엘에이치강남아이파크","84.96","202108","18","96,150","5","2014","자곡로 175",""
"서울특별시 강남구 자곡동","602","0602","0000","엘에이치강남아이파크","59.96","202108","18","74,800","8","2014","자곡로 175",""
"서울특별시 강남구 자곡동","602","0602","0000","엘에이치강남아이파크","74.89","202108","18","82,850","3","2014","자곡로 175",""
"서울특별시 강남구 자곡동","602","0602","0000","엘에이치강남아이파크","59.96","202108","18","76,700","12","2014","자곡로 175",""
"서울특별시 강남구 자곡동","602","0602","0000","엘에이치강남아이파크","59.96","202108","19","75,900","10","2014","자곡로 175",""
"서울특별시 강남구 자곡동","602","0602","0000","엘에이치강남아이파크","59.96","202108","19","73,800","6","2014","자곡로 175",""
"서울특별시 강남구 자곡동","602","0602","0000","엘에이치강남아이파크","59.96","202108","19","74,200","6","2014","자곡로 175",""
"서울특별시 강남구 자곡동","602","0602","0000","엘에이치강남아이파크","74.89","202108","19","86,450","12","2014","자곡로 175",""
"서울특별시 강남구 자곡동","602","0602","0000","엘에이치강남아이파크","84.92","202108","19","94,300","3","2014","자곡로 175",""
"서울특별시 강남구 자곡동","602","0602","0000","엘에이치강남아이파크","74.89","202108","19","86,700","13","2014","자곡로 175",""
"서울특별시 강남구 청담동","102-2","0102","0002","연세힐하우스1","169.51","202108","12","280,000","1","2003","압구정로71길 30-11",""
"서울특별시 강남구 청담동","14","0014","0000","청담2차 이-편한세상(201동,202동,203동)","84.97","202108","14","200,000","7","2006","도산대로70길 25",""
"서울특별시 강남구 청담동","15-21","0015","0021","청담2차 이-편한세상(205동)","119.55","202108","9","215,000","3","2006","도산대로78길 51",""
"서울특별시 강남구 청담동","34-13","0034","0013","청담스위트","13.425","202108","17","22,000","4","2015","학동로73길 13",""
"서울특별시 강남구 청담동","134-38","0134","0038","청담자이","89.356","202108","4","400,000","16","2011","영동대로138길 12",""
"서울특별시 강남구 청담동","134-38","0134","0038","청담자이","82.365","202108","10","293,000","25","2011","영동대로138길 12",""
